age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,zscores
55,unemployed,married,secondary,no,1339,no,no,cellular,2,feb,299,2,-1,0,unknown,no,-0.007643384209725325
32,management,married,tertiary,no,184,yes,no,cellular,14,jul,238,3,-1,0,unknown,no,-0.3869870968155025
38,blue-collar,married,secondary,no,-627,yes,yes,unknown,20,jun,176,4,-1,0,unknown,no,-0.653348785926572
55,self-employed,married,primary,no,2349,no,yes,telephone,30,jul,350,3,-1,0,unknown,no,0.3240770917485733
35,admin.,divorced,secondary,no,869,yes,no,unknown,29,may,173,1,-1,0,unknown,no,-0.16200835817051776
40,services,married,secondary,no,0,yes,no,cellular,2,jun,297,1,28,3,failure,no,-0.4474193419405787
43,technician,married,secondary,no,2344,yes,no,unknown,27,may,111,2,-1,0,unknown,no,0.32243491117452233
27,management,single,tertiary,no,207,no,no,telephone,26,may,240,4,-1,0,unknown,no,-0.37943306617486794
58,management,married,tertiary,no,230,yes,no,telephone,30,jul,339,10,-1,0,unknown,no,-0.37187903553423346
47,blue-collar,married,secondary,no,1388,yes,no,cellular,17,apr,119,2,-1,0,unknown,no,0.008449985415974312
31,management,single,tertiary,no,115,no,no,cellular,17,mar,187,1,-1,0,unknown,yes,-0.4096491887374061
52,technician,divorced,tertiary,no,0,no,no,cellular,18,jul,454,1,-1,0,unknown,no,-0.4474193419405787
32,services,married,secondary,no,194,yes,yes,cellular,25,jul,150,2,-1,0,unknown,no,-0.38370273566740054
47,admin.,married,secondary,no,1265,no,no,cellular,7,aug,137,2,-1,0,unknown,no,-0.03194765670567988
44,technician,single,primary,no,148,no,no,unknown,19,jun,311,2,-1,0,unknown,no,-0.39881079694866955
37,management,divorced,tertiary,no,0,yes,no,cellular,5,may,74,8,351,11,failure,no,-0.4474193419405787
26,self-employed,single,tertiary,no,993,no,no,cellular,8,oct,152,1,-1,0,unknown,no,-0.12128227993405337
31,self-employed,married,tertiary,no,1194,yes,no,cellular,15,may,50,1,-1,0,unknown,no,-0.055266620857203845
46,blue-collar,married,secondary,no,182,no,no,cellular,4,feb,56,1,-1,0,unknown,no,-0.3876439690451229
37,management,married,tertiary,no,1594,yes,no,cellular,17,apr,110,1,260,5,failure,no,0.07610782506687483
39,technician,married,secondary,no,0,no,no,cellular,6,aug,84,4,-1,0,unknown,no,-0.4474193419405787
36,blue-collar,single,primary,no,263,yes,no,unknown,15,may,172,2,-1,0,unknown,no,-0.36104064374549694
34,management,married,tertiary,no,276,no,no,cellular,29,jan,216,1,-1,0,unknown,no,-0.3567709742529644
29,blue-collar,married,primary,no,5,no,no,cellular,3,jun,321,1,-1,0,unknown,yes,-0.4457771613665277
47,blue-collar,married,primary,no,673,no,yes,cellular,14,aug,106,6,-1,0,unknown,no,-0.22638183667331632
31,management,single,tertiary,no,319,yes,no,cellular,11,aug,565,2,-1,0,unknown,no,-0.34264822131612593
31,technician,married,secondary,no,589,yes,yes,unknown,21,may,151,1,-1,0,unknown,no,-0.25397047031737285
23,student,single,secondary,no,0,no,no,cellular,30,apr,297,1,83,6,success,yes,-0.4474193419405787
36,self-employed,single,tertiary,no,583,no,no,cellular,30,jan,859,1,235,1,other,no,-0.255941087006234
47,housemaid,married,secondary,no,1152,no,no,telephone,7,jul,260,13,-1,0,unknown,no,-0.0690609376792321
35,management,married,tertiary,no,2123,yes,no,cellular,20,apr,54,1,273,3,failure,no,0.24985052980146888
33,technician,married,tertiary,no,67,yes,no,cellular,16,apr,137,2,-1,0,unknown,no,-0.4254141222482955
29,blue-collar,single,primary,no,80,yes,no,unknown,28,may,678,1,-1,0,unknown,no,-0.42114445275576295
59,retired,married,unknown,no,0,no,no,cellular,25,aug,213,4,-1,0,unknown,no,-0.4474193419405787
31,technician,single,secondary,no,1170,yes,no,unknown,2,jun,120,2,-1,0,unknown,no,-0.06314908761264856
42,services,married,tertiary,no,4216,no,no,cellular,12,jun,186,2,-1,0,unknown,yes,0.9372673180992105
35,technician,married,secondary,no,-1459,yes,no,cellular,27,aug,28,14,-1,0,unknown,no,-0.9266076334486556
46,services,married,secondary,no,2019,yes,no,unknown,8,may,357,1,-1,0,unknown,no,0.21569317386120843
29,blue-collar,single,tertiary,no,98,no,no,cellular,10,aug,170,2,-1,0,unknown,no,-0.4152326026891794
37,admin.,married,secondary,no,1026,yes,no,unknown,13,may,389,2,-1,0,unknown,no,-0.11044388814531689
55,blue-collar,married,primary,no,2275,no,no,cellular,25,aug,139,9,-1,0,unknown,no,0.2997728192526188
36,services,married,secondary,no,3064,yes,no,telephone,26,aug,240,3,107,4,failure,no,0.5589089138378639
34,technician,single,secondary,no,268,yes,no,cellular,8,may,248,1,343,9,failure,no,-0.35939846317144597
52,entrepreneur,divorced,secondary,no,302,no,no,unknown,19,jun,169,2,-1,0,unknown,no,-0.3482316352678993
51,retired,married,secondary,no,965,yes,no,cellular,28,jan,67,1,-1,0,unknown,no,-0.13047849114873888
38,management,married,tertiary,no,0,no,no,cellular,12,aug,119,2,-1,0,unknown,no,-0.4474193419405787
40,technician,married,secondary,no,657,yes,no,cellular,19,nov,178,1,112,2,failure,no,-0.23163681451027945
26,student,single,tertiary,no,193,no,no,cellular,3,apr,48,2,-1,0,unknown,no,-0.3840311717822107
57,unknown,married,primary,no,8,no,no,telephone,19,oct,270,2,-1,0,unknown,no,-0.4447918530220971
48,blue-collar,married,secondary,no,3,no,yes,cellular,19,aug,289,2,-1,0,unknown,no,-0.4464340335961481
52,admin.,married,secondary,no,979,yes,no,cellular,16,apr,156,1,336,1,other,no,-0.12588038554139613
39,blue-collar,married,secondary,no,0,yes,no,cellular,13,may,513,3,176,2,failure,no,-0.4474193419405787
56,blue-collar,married,primary,no,197,no,no,unknown,9,jun,258,2,-1,0,unknown,no,-0.3827174273229699
41,management,married,tertiary,no,36,no,no,cellular,19,nov,388,3,-1,0,unknown,no,-0.4355956418074116
41,management,married,tertiary,no,4357,yes,no,unknown,19,may,110,1,-1,0,unknown,no,0.9835768102874483
31,services,married,secondary,no,3181,yes,no,unknown,29,may,128,7,-1,0,unknown,no,0.597335939270657
52,services,married,primary,no,171,yes,yes,cellular,31,jul,223,1,-1,0,unknown,no,-0.391256766308035
58,retired,married,tertiary,no,2084,yes,no,unknown,2,jun,75,5,-1,0,unknown,no,0.23704152132387118
53,management,married,primary,no,3544,no,no,unknown,19,may,195,4,-1,0,unknown,no,0.7165582489467583
35,technician,divorced,unknown,no,244,no,no,cellular,21,jul,54,10,-1,0,unknown,no,-0.3672809299268907
63,retired,married,secondary,no,2747,no,no,cellular,23,jun,206,1,-1,0,unknown,no,0.4547946654430316
31,blue-collar,married,primary,no,392,yes,no,cellular,14,may,465,2,360,1,failure,no,-0.31867238493498157
44,self-employed,single,tertiary,no,97,yes,no,unknown,6,jun,153,4,-1,0,unknown,no,-0.4155610388039896
50,blue-collar,married,primary,no,1580,yes,no,cellular,14,jul,111,3,-1,0,unknown,no,0.07150971945953208
26,blue-collar,single,secondary,no,0,yes,no,cellular,6,may,340,1,-1,0,unknown,no,-0.4474193419405787
29,management,single,tertiary,no,475,no,no,cellular,29,jan,346,2,-1,0,unknown,no,-0.29141218740573527
47,blue-collar,married,secondary,no,182,yes,no,telephone,10,jul,39,1,-1,0,unknown,yes,-0.3876439690451229
21,technician,single,unknown,no,360,no,no,cellular,26,may,131,2,-1,0,unknown,yes,-0.3291823406089079
44,technician,married,secondary,no,1196,yes,yes,unknown,28,may,61,1,-1,0,unknown,no,-0.05460974862758345
49,management,married,tertiary,no,3840,yes,no,unknown,15,may,146,4,-1,0,unknown,no,0.8137753389305765
60,retired,married,tertiary,no,6684,yes,yes,cellular,5,feb,173,1,-1,0,unknown,no,1.7478476494507758
32,technician,married,tertiary,no,432,yes,no,cellular,19,nov,164,2,195,1,other,no,-0.3055349403425737
26,student,single,tertiary,no,294,no,no,cellular,5,mar,87,1,91,2,success,yes,-0.3508591241863808
36,admin.,single,secondary,no,10041,yes,no,cellular,20,nov,91,2,184,1,other,no,2.850407686868606
39,services,married,secondary,no,124,yes,no,cellular,31,jul,81,5,-1,0,unknown,no,-0.4066932637041143
56,technician,married,secondary,no,1750,no,no,cellular,19,aug,629,7,-1,0,unknown,no,0.1273438589772655
51,admin.,married,secondary,no,423,yes,yes,cellular,16,jul,84,5,183,2,failure,no,-0.30849086537586545
27,management,single,tertiary,no,385,no,yes,cellular,31,jul,52,7,-1,0,unknown,no,-0.32097143773865294
36,technician,married,secondary,no,6384,yes,yes,cellular,18,nov,97,1,-1,0,unknown,no,1.6493168150077167
41,services,divorced,secondary,no,83,no,no,unknown,20,may,834,6,-1,0,unknown,no,-0.42015914441133234
31,blue-collar,single,secondary,no,0,yes,yes,unknown,16,may,111,1,-1,0,unknown,no,-0.4474193419405787
41,blue-collar,married,secondary,no,1539,yes,no,cellular,21,nov,139,6,130,3,failure,no,0.05804383875231401
36,technician,married,tertiary,no,4596,yes,no,cellular,8,oct,234,2,175,2,success,yes,1.0620730417270852
32,admin.,single,secondary,no,781,no,no,cellular,20,nov,305,1,-1,0,unknown,no,-0.19091073627381508
27,blue-collar,married,primary,no,300,no,yes,cellular,22,jul,209,2,-1,0,unknown,no,-0.34888850749751965
36,admin.,single,secondary,no,115,no,no,cellular,4,may,134,3,91,1,failure,no,-0.4096491887374061
23,technician,single,secondary,no,598,no,no,cellular,11,nov,406,1,195,1,failure,yes,-0.25101454528408107
47,technician,married,secondary,no,568,yes,no,telephone,14,jul,256,2,-1,0,unknown,no,-0.260867628728387
40,blue-collar,married,secondary,no,1039,yes,no,cellular,20,nov,57,2,-1,0,unknown,no,-0.10617421865278433
31,blue-collar,married,primary,no,605,yes,no,unknown,15,may,334,10,-1,0,unknown,no,-0.2487154924804097
56,unemployed,married,secondary,no,216,no,no,unknown,19,jun,77,1,-1,0,unknown,no,-0.3764771411415762
23,technician,single,unknown,no,314,no,no,cellular,30,apr,666,1,-1,0,unknown,no,-0.3442904018901769
56,services,divorced,secondary,no,1007,no,no,cellular,29,jul,88,6,-1,0,unknown,no,-0.11668417432671062
25,student,single,secondary,no,715,no,no,cellular,26,may,217,1,-1,0,unknown,no,-0.21258751985128804
46,blue-collar,married,primary,no,2904,no,no,cellular,20,apr,277,2,-1,0,unknown,no,0.5063591354682325
39,unemployed,married,secondary,no,1309,yes,no,cellular,4,feb,587,2,-1,0,unknown,no,-0.017496467654031227
60,housemaid,married,secondary,no,874,no,no,cellular,8,jul,861,3,-1,0,unknown,no,-0.1603661775964668
34,technician,single,secondary,no,827,yes,no,cellular,6,may,254,1,267,4,failure,no,-0.175802674992546
36,entrepreneur,married,tertiary,no,0,no,no,unknown,2,jun,87,3,-1,0,unknown,no,-0.4474193419405787
31,management,single,tertiary,no,3283,no,no,cellular,21,nov,377,1,-1,0,unknown,no,0.630836422981297
38,blue-collar,married,primary,no,-257,yes,yes,cellular,9,jul,458,1,-1,0,unknown,no,-0.5318274234467992
36,blue-collar,married,primary,no,-79,no,no,unknown,7,may,159,3,-1,0,unknown,no,-0.47336579501058423
35,technician,married,secondary,no,1546,yes,no,cellular,13,may,156,1,174,4,failure,no,0.060342891555985385
40,blue-collar,divorced,secondary,no,2540,yes,no,unknown,14,may,189,1,-1,0,unknown,no,0.3868083896773209
42,entrepreneur,married,tertiary,no,2476,yes,no,cellular,8,jul,251,1,-1,0,unknown,no,0.3657884783294683
30,services,married,secondary,no,3929,yes,no,cellular,20,nov,593,1,-1,0,unknown,yes,0.8430061531486841
57,blue-collar,married,secondary,no,649,yes,no,cellular,18,nov,122,1,-1,0,unknown,no,-0.23426430342876103
40,blue-collar,married,primary,yes,-56,yes,no,unknown,27,may,316,1,-1,0,unknown,no,-0.4658117643699497
52,entrepreneur,married,tertiary,no,507,no,no,cellular,18,nov,123,2,-1,0,unknown,no,-0.28090223173180895
23,student,single,secondary,no,8494,no,no,cellular,25,aug,158,2,-1,0,unknown,no,2.3423170172572316
46,blue-collar,divorced,primary,no,1712,no,no,unknown,19,jun,110,1,-1,0,unknown,no,0.11486328661447803
31,blue-collar,married,secondary,no,932,yes,no,unknown,21,may,229,2,-1,0,unknown,no,-0.14131688293747538
51,housemaid,married,primary,no,2499,no,no,unknown,12,jun,309,5,-1,0,unknown,no,0.3733425089701028
45,technician,married,tertiary,no,548,no,no,cellular,11,aug,108,4,-1,0,unknown,no,-0.2674363510245909
22,student,single,unknown,no,466,no,no,cellular,30,jun,377,1,-1,0,unknown,yes,-0.294368112439027
26,blue-collar,married,secondary,no,155,no,yes,cellular,15,jul,76,3,-1,0,unknown,no,-0.3965117441449982
26,services,single,secondary,no,-224,yes,yes,unknown,3,jun,189,1,-1,0,unknown,no,-0.5209890316580628
54,unemployed,single,primary,no,199,yes,no,cellular,21,nov,532,1,-1,0,unknown,no,-0.3820605550933495
52,services,married,secondary,no,-336,no,yes,unknown,12,jun,111,8,-1,0,unknown,no,-0.5577738765168048
39,blue-collar,married,primary,no,1564,no,no,unknown,17,jun,57,1,-1,0,unknown,no,0.06625474162256893
32,entrepreneur,single,tertiary,no,1,yes,yes,unknown,16,may,411,2,-1,0,unknown,no,-0.4470909058257685
49,management,married,tertiary,no,1430,no,no,cellular,18,nov,231,2,-1,0,unknown,no,0.022244302238002573
49,management,married,secondary,no,99,yes,no,cellular,6,may,687,2,343,1,failure,yes,-0.4149041665743692
42,blue-collar,married,secondary,no,-355,yes,yes,unknown,5,jun,939,6,-1,0,unknown,no,-0.5640141626981985
35,blue-collar,single,secondary,no,-37,yes,yes,unknown,2,jun,276,2,-1,0,unknown,no,-0.4595714781885559
52,blue-collar,married,primary,no,320,yes,no,cellular,6,feb,306,3,253,4,other,no,-0.34231978520131573
50,technician,married,secondary,no,-353,yes,yes,cellular,18,nov,162,1,175,2,failure,no,-0.5633572904685781
46,management,married,tertiary,yes,-1001,yes,no,cellular,21,nov,45,3,-1,0,unknown,no,-0.7761838928655855
89,retired,married,primary,no,0,no,no,telephone,27,sep,157,5,-1,0,unknown,no,-0.4474193419405787
50,management,married,tertiary,no,89,no,no,unknown,20,jun,35,2,-1,0,unknown,no,-0.41818852772247117
33,services,single,secondary,no,450,yes,no,cellular,15,may,148,2,365,2,other,no,-0.29962309027599016
27,student,single,secondary,no,760,no,no,cellular,28,jan,177,2,-1,0,unknown,no,-0.1978078946848292
55,blue-collar,married,secondary,no,1218,no,no,cellular,20,aug,107,2,-1,0,unknown,no,-0.04738415410175912
32,technician,married,secondary,no,212,yes,no,cellular,11,aug,98,2,-1,0,unknown,no,-0.377790885600817
40,unemployed,married,tertiary,no,2430,no,no,cellular,24,aug,87,2,-1,0,unknown,no,0.35068041704819924
56,retired,divorced,secondary,no,4,no,no,unknown,17,jun,135,1,-1,0,unknown,no,-0.4461055974813379
33,admin.,married,secondary,no,0,no,yes,cellular,6,feb,214,5,-1,0,unknown,no,-0.4474193419405787
39,technician,married,tertiary,no,437,no,no,telephone,27,may,186,2,-1,0,unknown,no,-0.3038927597685227
32,services,single,tertiary,no,-233,yes,no,unknown,28,may,140,2,-1,0,unknown,no,-0.5239449566913545
44,admin.,single,tertiary,no,10,no,no,unknown,1,jul,158,2,-1,0,unknown,no,-0.4441349807924767
38,blue-collar,married,secondary,no,-40,yes,no,unknown,23,may,227,1,-1,0,unknown,no,-0.46055678653298654
52,technician,married,secondary,no,470,no,no,cellular,27,aug,60,8,-1,0,unknown,no,-0.29305436797978623
53,retired,divorced,primary,no,1126,no,no,unknown,20,jun,92,3,-1,0,unknown,no,-0.07760027666429721
45,blue-collar,married,secondary,no,10252,no,no,cellular,4,may,675,2,-1,0,unknown,yes,2.9197077070935573
31,management,single,tertiary,no,0,yes,no,cellular,30,apr,97,2,87,2,other,no,-0.4474193419405787
31,blue-collar,married,primary,no,576,yes,yes,unknown,3,jun,230,3,-1,0,unknown,no,-0.2582401398099054
37,blue-collar,married,secondary,no,454,yes,no,unknown,12,may,115,1,-1,0,unknown,no,-0.2983093458167494
52,management,married,tertiary,no,2920,yes,no,cellular,17,nov,131,2,-1,0,unknown,no,0.5116141133051956
30,blue-collar,single,secondary,no,8950,yes,no,cellular,18,may,11,4,355,1,other,no,2.4920838856106813
62,retired,married,secondary,no,2917,no,no,cellular,12,apr,147,1,188,1,success,no,0.510628804960765
47,services,divorced,unknown,no,973,no,no,cellular,27,may,489,1,479,1,failure,yes,-0.1278510022302573
33,management,married,tertiary,no,2441,yes,yes,cellular,16,apr,257,2,148,1,failure,no,0.3542932143111114
25,blue-collar,married,secondary,no,-76,yes,no,unknown,12,may,241,3,-1,0,unknown,no,-0.4723804866661536
39,admin.,single,secondary,no,4917,yes,yes,cellular,6,may,26,1,-1,0,unknown,no,1.1675010345811583
38,technician,married,tertiary,no,432,yes,no,cellular,15,may,10,2,373,1,other,no,-0.3055349403425737
34,services,married,secondary,no,24,yes,no,unknown,28,may,124,1,-1,0,unknown,no,-0.43953687518513396
36,blue-collar,married,secondary,no,63,yes,no,unknown,2,jun,56,8,-1,0,unknown,no,-0.42672786670753626
31,technician,married,secondary,no,0,no,no,cellular,20,aug,102,2,-1,0,unknown,no,-0.4474193419405787
40,blue-collar,divorced,primary,no,369,no,no,unknown,6,may,79,2,-1,0,unknown,no,-0.3262264155756161
45,management,married,tertiary,no,3329,no,no,unknown,17,jun,311,2,-1,0,unknown,no,0.645944484262566
30,admin.,married,secondary,no,32,yes,yes,cellular,22,jul,163,1,-1,0,unknown,no,-0.4369093862666524
47,blue-collar,married,secondary,no,232,yes,yes,cellular,14,aug,90,4,-1,0,unknown,no,-0.37122216330461305
28,technician,single,tertiary,no,865,no,no,cellular,16,sep,177,1,-1,0,unknown,no,-0.16332210262975855
43,services,single,tertiary,no,126,yes,no,unknown,20,jun,351,2,-1,0,unknown,no,-0.4060363914744939
44,management,married,tertiary,no,284,yes,yes,cellular,10,jul,109,5,-1,0,unknown,no,-0.3541434853344828
41,entrepreneur,married,primary,no,0,yes,yes,cellular,18,nov,311,1,-1,0,unknown,no,-0.4474193419405787
31,management,single,tertiary,no,9629,no,no,cellular,7,oct,180,2,96,2,failure,no,2.715092007566805
60,entrepreneur,married,secondary,no,1393,no,no,unknown,20,jun,591,6,-1,0,unknown,no,0.010092165990025295
34,management,married,tertiary,no,82,no,no,cellular,31,jul,134,5,-1,0,unknown,no,-0.42048758052614255
32,management,married,tertiary,no,422,yes,no,cellular,3,feb,182,5,-1,0,unknown,no,-0.30881930149067566
37,blue-collar,married,secondary,no,115,yes,yes,unknown,28,may,91,3,-1,0,unknown,no,-0.4096491887374061
48,management,single,tertiary,no,460,yes,no,cellular,3,feb,91,3,264,2,other,no,-0.2963387291278882
42,housemaid,married,primary,no,4279,yes,no,cellular,5,feb,97,1,198,1,failure,no,0.9579587933322529
38,blue-collar,single,secondary,no,-56,yes,yes,unknown,6,jun,247,2,-1,0,unknown,no,-0.4658117643699497
34,technician,single,secondary,no,1091,yes,no,unknown,21,may,252,2,-1,0,unknown,no,-0.0890955406826541
52,blue-collar,married,primary,no,128,yes,no,unknown,5,may,229,1,-1,0,unknown,no,-0.4053795192448735
44,blue-collar,single,secondary,no,0,no,no,cellular,20,apr,133,1,-1,0,unknown,yes,-0.4474193419405787
45,blue-collar,married,primary,no,675,yes,no,cellular,20,apr,890,2,-1,0,unknown,no,-0.2257249644436959
46,technician,married,tertiary,no,0,no,no,cellular,20,nov,531,1,167,1,failure,yes,-0.4474193419405787
31,services,married,secondary,no,-641,yes,yes,unknown,27,may,296,2,-1,0,unknown,no,-0.6579468915339147
27,admin.,married,secondary,no,-393,yes,yes,unknown,23,may,235,2,-1,0,unknown,no,-0.5764947350609859
57,housemaid,divorced,primary,no,7451,no,no,unknown,18,jun,43,4,-1,0,unknown,no,1.9997581495101966
53,management,married,tertiary,no,1144,yes,no,unknown,30,may,142,2,-1,0,unknown,no,-0.07168842659771367
35,services,divorced,secondary,no,78,yes,no,telephone,13,may,630,3,371,3,failure,no,-0.4218013249853833
43,management,married,tertiary,no,8016,yes,no,unknown,15,may,422,3,-1,0,unknown,no,2.185324554377958
